ID	Europarl_ID	SET	SRC	REF-G	REF-N	COMMON	GENDER
1197	ep-en-it-2702	Set-N	Yet even today the generous idea of granting each citizen the greatest possible freedom, provided it is compatible with the same measure of freedom for others, still comes up against obstacles, some de facto, others de jure.	Tuttavia la generosa idea di riconoscere ad ogni cittadino la massima libertà possibile, purché compatibile con identiche esigenze di libertà degli altri, si scontra tuttora con una serie di ostacoli, alcuni di fatto, altri di diritto.	Tuttavia la generosa idea di riconoscere a ogni appartenente alla cittadinanza la massima libertà possibile, purché compatibile con identiche esigenze di libertà altrui, si scontra tuttora con una serie di ostacoli, alcuni di fatto, altri di diritto.	no	
1198	ep-en-it-2709	Set-N	I want to pause and consider a special group, namely the disabled.	Mi atterrò a una categoria particolare: i disabili.	Mi atterrò a una categoria particolare: le persone con disabilità.	no	
1199	ep-en-it-2763	Set-N	We all know that this is very important, but I must stress that in some Member States the collection of this kind of data infringes constitutional provisions on the protection of privacy.	Sappiamo tutti che si tratta di un aspetto molto importante, ma devo sottolineare che in alcuni Stati membri la raccolta di questo tipo di dati costituisce una violazione delle norme costituzionali in materia di tutela della privacy.	Nessuna persona qui presente ignora che si tratta di un aspetto molto importante, ma devo sottolineare che in alcuni Stati membri la raccolta di questo tipo di dati costituisce una violazione delle norme costituzionali in materia di tutela della privacy.	no	
1200	ep-en-it-2807	Set-N	It is clear that many weapons find themselves in the wrong hands because of the activity of arms brokers.	È chiaro che molte armi si trovano nelle mani sbagliate a causa dell'attività dei mediatori di armi.	È chiaro che molte armi si trovano nelle mani sbagliate a causa dell'attività di chi svolge attività di mediazione per le armi.	no	
1201	ep-en-it-2812	Set-N	I was stunned recently to discover that there are up to 300 arms brokers in the south-east of England alone.	Sono rimasto sbalordito scoprendo recentemente che solo nel sud-est dell'Inghilterra sono presenti circa 300 intermediari di armi.	È stato sconcertante scoprire recentemente che solo nel sud-est dell'Inghilterra sono presenti circa 300 figure che svolgono intermediazione per le armi.	no	
1202	ep-en-it-2820	Set-N	That said, since I am a dreamer whose feet are firmly on the ground, I will hold onto my dreams and work towards their realisation.	Detto questo, essendo una sognatrice con i piedi ben piantati per terra, non abbandono i sogni e cerco di operare per renderli concreti.	Detto questo, essendo una persona che sogna molto, ma con i piedi ben piantati per terra, non abbandono i sogni e cerco di operare per renderli concreti.	no	
1203	ep-en-it-29	Set-N	I also believe that we must address our Israeli friends in the frankest possible terms and tell them that a democratic and legitimate government, such as theirs, cannot use gunfire and tanks to fight children and youths throwing stones.	Tuttavia, ritengo opportuno rivolgersi anche ai nostri amici israeliani per dire loro che un governo democratico e legittimamente costituito, come il governo israeliano, non può lottare a cannonate e con i carri armati contro bambini e giovani che lanciano pietre.	Tuttavia, ritengo opportuno rivolgersi anche Israele, a cui ci lega un rapporto di amicizia per dire loro che un governo democratico e legittimamente costituito, come il governo israeliano, non può lottare a cannonate e con i carri armati contro minori e giovani che lanciano pietre.	no	
1204	ep-en-it-2920	Set-N	Commissioner, in your communication on the European research area you also referred to the poor mobility of researchers and to the problems within Europe.	Signor Commissario, nella sua comunicazione sullo spazio europeo della ricerca ha fatto presente anche la scarsa mobilità dei ricercatori e i problemi esistenti in Europa.	Lei, che è esponente della Commissione, nella sua comunicazione sullo spazio europeo della ricerca ha fatto presente anche la scarsa mobilità di chi si dedica alla ricerca e i problemi esistenti in Europa.	no	
1205	ep-en-it-2937	Set-N	This group consists of the representatives of Research Ministers, but also actual Ministers for Social Affairs and Home Affairs, to overcome obstacles to mobility, such as problems concerning pensions and freedom of movement on European territory.	È un gruppo costituito da rappresentanti dei Ministri della ricerca, ma anche dei Ministri degli affari sociali o degli interni, che si prefigge di rimuovere taluni ostacoli alla mobilità, come i problemi delle pensioni o quello della libera circolazione sul territorio europeo.	È un gruppo costituito da rappresentanti di titolari dei Ministeri della ricerca, ma anche dei Ministeri degli affari sociali o degli interni, che si prefigge di rimuovere taluni ostacoli alla mobilità, come i problemi delle pensioni o quello della libera circolazione sul territorio europeo.	no	
1206	ep-en-it-2973	Set-N	I have to report not only to the Court of Auditors and to the tax-payers, but also, first and foremost, to the European Parliament, which is responsible for budgetary control and for adopting this budget, and I believe that it is my duty and role to say what is happening, at such times as I judge fit, and to do so in a transparent manner, with respect for the budgetary authority of which the European Parliament forms part.	Devo rendere conto del mio operato non solo alla Corte dei conti e ai contribuenti, ma innanzitutto al Parlamento europeo, che è incaricato di controllare e di approvare tale bilancio, e ritengo sia compito mio e mio dovere esporre la situazione nel momento che giudico opportuno e nella trasparenza, per rispetto nei confronti dell'autorità di bilancio costituita dal Parlamento europeo.	Devo rendere conto del mio operato non solo alla Corte dei conti e a chi paga imposte e tributi, ma innanzitutto al Parlamento europeo, che è incaricato di controllare e di approvare tale bilancio, e ritengo sia compito mio e mio dovere esporre la situazione nel momento che giudico opportuno e nella trasparenza, per rispetto nei confronti dell'autorità di bilancio costituita dal Parlamento europeo.	no	
1207	ep-en-it-3019	Set-N	I want to be clear and insist on this point, because, as I said in my answer in the first instance, the Commission has made several attempts to get Member States to agree to the harmonisation of excise taxes precisely to avoid distortions in trade which may arise as a result of the differences therein.	Voglio essere chiaro e insisto su questo punto: la Commissione ha tentato più volte di incoraggiare gli Stati membri ad accordarsi sull'armonizzazione delle imposte di consumo proprio per evitare distorsioni degli scambi che possono emergere in conseguenza delle differenze tra tali imposte.	Voglio esprimermi con chiarezza e insisto su questo punto: la Commissione ha tentato più volte di incoraggiare gli Stati membri ad accordarsi sull'armonizzazione delle imposte di consumo proprio per evitare distorsioni degli scambi che possono emergere in conseguenza delle differenze tra tali imposte.	no	
1208	ep-en-it-302	Set-N	Clearly, the opening up to risk capital will require scrupulous behaviour on the part of managers so as to minimise any possible risks.	Chiaramente, l'apertura al capitale di rischio esigerà un comportamento corretto da parte dei gestori al fine di minimizzare gli eventuali rischi in cui si potrebbe incorrere.	Chiaramente, l'apertura al capitale di rischio esigerà un comportamento corretto da parte di chi gestisce al fine di minimizzare gli eventuali rischi in cui si potrebbe incorrere.	no	
1209	ep-en-it-3029	Set-N	I hope that I am clear in this.	Spero di essere stato chiaro su questo punto.	Spero di avere espresso con chiarezza questo punto.	no	
1210	ep-en-it-3059	Set-N	I am sure my parliamentary colleagues know that the Structural Funds, and this is something new, earmark very substantial funds for cultural activities, for both I and Commissioner Barnier considered it important to ensure that the Structural Funds do not invest only in roads and airports but also in people.	I parlamentari sono sicuramente al corrente del fatto che i Fondi strutturali, e questo rappresenta una novità, prevedono moltissimi stanziamenti per attività culturali, in quanto sia a me che al Commissario Barnier premeva che tali Fondi non venissero utilizzati solo per strade e aeroporti, bensì anche per le persone.	I membri del Parlamento sono sicuramente al corrente del fatto che i Fondi strutturali, e questo rappresenta una novità, prevedono moltissimi stanziamenti per attività culturali, in quanto sia a me che all'esponente della Commissione Barnier premeva che tali Fondi non venissero utilizzati solo per strade e aeroporti, bensì anche per le persone.	no	
1211	ep-en-it-3074	Set-N	As I said, I have asked my officials to find a solution which would enable us to use the current budget grant, that is to say the money we budgeted for the year 2000.	Come ho già detto, ho chiesto ai miei funzionari di individuare una soluzione che permetta l'impiego degli attuali stanziamenti a bilancio, ossia dei fondi stanziati per il 2000.	Come ho già detto, ho chiesto a ogni persona che svolge un compito di rappresentanza per mio conto di individuare una soluzione che permetta l'impiego degli attuali stanziamenti a bilancio, ossia dei fondi stanziati per il 2000.	no	
1212	ep-en-it-3081	Set-N	These children are increasingly exploited by tourists and businessmen who, remarkably often, come from Europe.	Si tratta di bambini sempre più spesso sfruttati per le voglie di turisti e uomini d'affari, spesso europei.	Si tratta di minori sempre più spesso oggetto di fruttamento per le voglie di chi visita il paese da turista e per lavoro, spesso provenienti dall'Europa.	no	
1213	ep-en-it-3121	Set-N	I am happy to be able to give the honourable Member the assurance that these rules will not apply in circumstances of private use.	Sono lieto di poter assicurare all'onorevole parlamentare che tali norme non si applicheranno al consumo privato.	Sono felice di poter assicurare all'onorevole parlamentare che tali norme non si applicheranno al consumo privato.	no	
